STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
TLD,E,16,RAINTIP,20190821 0500,20190821 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 0600,20190821 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 0700,20190821 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 0800,20190821 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 0900,20190821 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1000,20190821 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1100,20190821 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1200,20190821 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1300,20190821 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1400,20190821 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1500,20190821 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1600,20190821 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1700,20190821 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1800,20190821 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 1900,20190821 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 2000,20190821 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 2100,20190821 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 2200,20190821 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190821 2300,20190821 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0000,20190822 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0100,20190822 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0200,20190822 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0300,20190822 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0400,20190822 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0500,20190822 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0600,20190822 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0700,20190822 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0800,20190822 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 0900,20190822 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1000,20190822 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1100,20190822 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1200,20190822 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1300,20190822 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1400,20190822 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1500,20190822 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1600,20190822 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1700,20190822 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1800,20190822 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 1900,20190822 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 2000,20190822 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 2100,20190822 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 2200,20190822 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190822 2300,20190822 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0000,20190823 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0100,20190823 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0200,20190823 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0300,20190823 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0400,20190823 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0500,20190823 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0600,20190823 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0700,20190823 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0800,20190823 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 0900,20190823 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1000,20190823 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1100,20190823 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1200,20190823 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1300,20190823 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1400,20190823 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1500,20190823 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1600,20190823 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1700,20190823 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1800,20190823 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 1900,20190823 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 2000,20190823 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 2100,20190823 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 2200,20190823 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190823 2300,20190823 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0000,20190824 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0100,20190824 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0200,20190824 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0300,20190824 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0400,20190824 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0500,20190824 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0600,20190824 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0700,20190824 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0800,20190824 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 0900,20190824 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1000,20190824 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1100,20190824 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1200,20190824 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1300,20190824 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1400,20190824 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1500,20190824 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1600,20190824 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1700,20190824 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1800,20190824 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 1900,20190824 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 2000,20190824 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 2100,20190824 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 2200,20190824 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190824 2300,20190824 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0000,20190825 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0100,20190825 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0200,20190825 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0300,20190825 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0400,20190825 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0500,20190825 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0600,20190825 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0700,20190825 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0800,20190825 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 0900,20190825 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1000,20190825 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1100,20190825 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1200,20190825 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1300,20190825 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1400,20190825 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1500,20190825 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1600,20190825 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1700,20190825 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1800,20190825 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 1900,20190825 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 2000,20190825 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 2100,20190825 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 2200,20190825 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190825 2300,20190825 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0000,20190826 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0100,20190826 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0200,20190826 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0300,20190826 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0400,20190826 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0500,20190826 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0600,20190826 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0700,20190826 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0800,20190826 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 0900,20190826 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1000,20190826 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1100,20190826 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1200,20190826 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1300,20190826 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1400,20190826 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1500,20190826 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1600,20190826 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1700,20190826 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1800,20190826 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 1900,20190826 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 2000,20190826 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 2100,20190826 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 2200,20190826 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190826 2300,20190826 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0000,20190827 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0100,20190827 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0200,20190827 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0300,20190827 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0400,20190827 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0500,20190827 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0600,20190827 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0700,20190827 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0800,20190827 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 0900,20190827 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1000,20190827 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1100,20190827 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1200,20190827 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1300,20190827 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1400,20190827 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1500,20190827 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1600,20190827 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1700,20190827 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1800,20190827 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 1900,20190827 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 2000,20190827 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 2100,20190827 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 2200,20190827 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190827 2300,20190827 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0000,20190828 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0100,20190828 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0200,20190828 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0300,20190828 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0400,20190828 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0500,20190828 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0600,20190828 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0700,20190828 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0800,20190828 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 0900,20190828 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1000,20190828 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1100,20190828 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1200,20190828 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1300,20190828 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1400,20190828 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1500,20190828 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1600,20190828 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1700,20190828 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1800,20190828 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 1900,20190828 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 2000,20190828 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 2100,20190828 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 2200,20190828 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190828 2300,20190828 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0000,20190829 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0100,20190829 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0200,20190829 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0300,20190829 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0400,20190829 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0500,20190829 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0600,20190829 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0700,20190829 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0800,20190829 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190829 0900,20190829 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1100,20190902 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1200,20190902 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1300,20190902 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1400,20190902 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1500,20190902 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1600,20190902 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1700,20190902 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1800,20190902 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 1900,20190902 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 2000,20190902 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 2100,20190902 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 2200,20190902 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190902 2300,20190902 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0000,20190903 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0100,20190903 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0200,20190903 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0300,20190903 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0400,20190903 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0500,20190903 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0600,20190903 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0700,20190903 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0800,20190903 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 0900,20190903 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1000,20190903 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1100,20190903 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1200,20190903 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1300,20190903 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1400,20190903 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1500,20190903 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1600,20190903 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1700,20190903 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1800,20190903 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 1900,20190903 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 2000,20190903 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 2100,20190903 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 2200,20190903 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190903 2300,20190903 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0000,20190904 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0100,20190904 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0200,20190904 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0300,20190904 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0400,20190904 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0500,20190904 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0600,20190904 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0700,20190904 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0800,20190904 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 0900,20190904 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1000,20190904 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1100,20190904 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1200,20190904 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1300,20190904 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1400,20190904 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1500,20190904 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1600,20190904 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1700,20190904 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1800,20190904 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 1900,20190904 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 2000,20190904 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 2100,20190904 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 2200,20190904 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190904 2300,20190904 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0000,20190905 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0100,20190905 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0200,20190905 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0300,20190905 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0400,20190905 0400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0500,20190905 0500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0600,20190905 0600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0700,20190905 0700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0800,20190905 0800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 0900,20190905 0900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1000,20190905 1000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1100,20190905 1100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1200,20190905 1200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1300,20190905 1300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1400,20190905 1400,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1500,20190905 1500,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1600,20190905 1600,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1700,20190905 1700,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1800,20190905 1800,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 1900,20190905 1900,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 2000,20190905 2000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 2100,20190905 2100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 2200,20190905 2200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190905 2300,20190905 2300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190906 0000,20190906 0000,0.22, ,INCHES
TLD,E,16,RAINTIP,20190906 0100,20190906 0100,0.22, ,INCHES
TLD,E,16,RAINTIP,20190906 0200,20190906 0200,0.22, ,INCHES
TLD,E,16,RAINTIP,20190906 0300,20190906 0300,0.22, ,INCHES
TLD,E,16,RAINTIP,20190906 0349,20190906 0349,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 0400,20190906 0400,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 0500,20190906 0500,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 0600,20190906 0600,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 0700,20190906 0700,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 0800,20190906 0800,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 0900,20190906 0900,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1000,20190906 1000,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1100,20190906 1100,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1200,20190906 1200,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1300,20190906 1300,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1400,20190906 1400,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1500,20190906 1500,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1600,20190906 1600,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1700,20190906 1700,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1800,20190906 1800,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 1900,20190906 1900,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 2000,20190906 2000,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 2100,20190906 2100,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 2200,20190906 2200,0.23, ,INCHES
TLD,E,16,RAINTIP,20190906 2300,20190906 2300,0.23, ,INCHES
TLD,E,16,RAINTIP,20190907 0000,20190907 0000,0.23, ,INCHES
TLD,E,16,RAINTIP,20190907 0100,20190907 0100,0.23, ,INCHES
TLD,E,16,RAINTIP,20190907 0200,20190907 0200,0.23, ,INCHES
TLD,E,16,RAINTIP,20190907 0203,20190907 0203,0.24, ,INCHES
TLD,E,16,RAINTIP,20190907 0300,20190907 0300,0.24, ,INCHES
TLD,E,16,RAINTIP,20190907 0346,20190907 0346,0.25, ,INCHES
TLD,E,16,RAINTIP,20190907 0400,20190907 0400,0.25, ,INCHES
TLD,E,16,RAINTIP,20190907 0500,20190907 0500,0.25, ,INCHES
TLD,E,16,RAINTIP,20190907 0600,20190907 0600,0.25, ,INCHES
TLD,E,16,RAINTIP,20190907 0640,20190907 0640,0.26, ,INCHES
TLD,E,16,RAINTIP,20190907 0700,20190907 0700,0.26, ,INCHES
TLD,E,16,RAINTIP,20190907 0800,20190907 0800,0.26, ,INCHES
TLD,E,16,RAINTIP,20190907 0840,20190907 0840,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 0900,20190907 0900,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1000,20190907 1000,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1100,20190907 1100,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1200,20190907 1200,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1300,20190907 1300,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1400,20190907 1400,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1500,20190907 1500,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1600,20190907 1600,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1700,20190907 1700,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1800,20190907 1800,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 1900,20190907 1900,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 2000,20190907 2000,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 2100,20190907 2100,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 2200,20190907 2200,0.27, ,INCHES
TLD,E,16,RAINTIP,20190907 2300,20190907 2300,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0000,20190908 0000,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0100,20190908 0100,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0200,20190908 0200,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0300,20190908 0300,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0400,20190908 0400,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0500,20190908 0500,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0600,20190908 0600,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0700,20190908 0700,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0800,20190908 0800,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 0900,20190908 0900,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 1000,20190908 1000,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 1100,20190908 1100,0.27, ,INCHES
TLD,E,16,RAINTIP,20190908 1200,20190908 1200,0.27, ,INCHES
