"","x"
"1712",33.9990625
"1713",34.19
"1714",34.19
"1715",34.19
"1716",34.19
"1717",34.1925925925926
"1718",34.3245
"1719",34.38
"1720",34.38
"1721",34.3844
"1722",34.39
"1723",34.39
"1724",34.39
"1725",34.39
"1726",34.39
"1727",34.39
"1728",34.39
"1729",34.39
"1730",34.4468181818182
"1731",35.0474528301887
"1732",35.5242307692308
"1733",35.8631395348837
"1734",36.6409615384615
"1735",37.3990476190476
"1736",37.71
"1737",37.71
"1738",37.71
"1739",37.8135714285714
"1740",38.194406779661
"1741",38.3640540540541
"1742",38.5203333333333
"1743",38.7194
"1744",39.9703361344538
"1745",41.8304761904762
"1746",42.3589655172414
"1747",42.7256363636364
"1748",42.9863157894737
"1749",43.6078333333333
"1750",44.0792
"1751",44.08
"1752",44.08
"1753",44.08
"1754",44.5509090909091
"1755",44.9455555555556
"1756",46.1327916666667
"1757",47.5555102040816
"1758",47.64
"1759",47.64
"1760",47.64
"1761",47.64
"1762",47.64
"1763",48.0735576923077
"1764",48.9882075471698
"1765",49.4496
"1766",49.45
"1767",49.45
"1768",49.4924137931034
"1769",49.5
"1770",49.5
"1771",49.5
"1772",49.5
"1773",49.7277419354839
"1774",49.9
"1775",49.9
"1776",49.9019230769231
"1777",49.9729032258065
"1778",49.99
"1779",49.99
"1780",49.99
"1781",49.9964
"1782",50
"1783",50.0011538461538
"1784",50.0292
"1785",50.03
"1786",50.03
"1787",50.03
"1788",50.03
"1789",50.03
"1790",50.03
"1791",50.03
"1792",50.03
"1793",50.03
"1794",50.03
"1795",50.03
"1796",50.03
"1797",50.03
"1798",31.21
"1799",31.21
"1800",31.2183333333333
"1801",31.22
"1802",31.22
"1803",31.22
"1804",31.22
"1805",31.22
"1806",31.22
"1807",31.22
"1808",31.22
"1809",31.22
"1810",31.2292
"1811",31.2376
"1812",31.24
"1813",31.24
"1814",31.24
"1815",31.2476
"1816",31.2596
"1817",31.26
"1818",31.2604
"1819",31.3053333333333
"1820",31.3906451612903
"1821",31.41
"1822",31.4468965517241
"1823",31.4788
"1824",31.48
"1825",31.48
"1826",31.48
